collector_number,casting_name,name,release_year,series,series_type,series_number,toy_number,barcode,primary_color,secondary_color,manufacturer,category,scale,packaging_type,country_of_manufacture,description,image_url
223/250,2019 Audi TT Safari,2019 Audi TT Safari,2026,HW Dirt,Mainline,8/10,JJH69,,,,Audi,HW Dirt,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/8/83/AudiTTSafari.jpg/revision/latest
224/250,1970 Custom Plymouth Roadrunner,1970 Custom Plymouth Roadrunner,2026,Screen Time New in Mainline,Mainline,7/10,JJK52,,,,Plymouth,Screen Time New in Mainline,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/c/c3/CustomRoadrunner.jpg/revision/latest
225/250,Nissan Maxima Drift Car,Nissan Maxima Drift Car,2026,Wagons,Mainline,10/10,JJK53,,,,Nissan,Wagons,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/c/c0/K%26NMaxima.jpg/revision/latest
226/250,Salt Streaker,Salt Streaker,2026,Team Wheels,Mainline,4/5,JJH71,,,,Hot Wheels,Team Wheels,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/0/06/SaltStreaker.jpg/revision/latest
227/250,'71 Lamborghini Miura SV,'71 Lamborghini Miura SV,2026,Cool Classics,Mainline,6/10,JJK54,,,,Lamborghini,Cool Classics,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/8/84/1971LamborghiniMiura.jpg/revision/latest
228/250,'66 Buick Riviera,'66 Buick Riviera,2026,Cool Classics,Mainline,7/10,JJK55,,,,Hot Wheels,Cool Classics,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/9/9b/1966BuickRiviera.jpg/revision/latest
229/250,Ford Model A Custom '31,Ford Model A Custom '31,2026,Rod Squad,Mainline,9/10,JJM11,,,,Ford,Rod Squad,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/b/b5/Image_Not_Available.jpg/revision/latest
230/250,Uncertain-T,Uncertain-T,2026,Rod Squad,Mainline,10/10,JJH70,,,,Hot Wheels,Rod Squad,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/0/0a/UncertainT.jpg/revision/latest
231/250,'68 Mercury Cougar,'68 Mercury Cougar,2026,HW Torque,Mainline,6/10,JJK56,,,,Hot Wheels,HW Torque,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/0/05/1968CougarCustom.jpg/revision/latest
232/250,Slide-Burn,Slide-Burn,2026,HW Torque,Mainline,7/10,JJK57,,,,Hot Wheels,HW Torque,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/a/aa/MuscleBurn.jpg/revision/latest
233/250,Armored Batmobile,Armored Batmobile,2026,Batman,Mainline,5/5,JJH72,,,,DC Comics,Batman,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/a/a4/ArmoredBatmobile.jpg/revision/latest
234/250,'23 Ram 1500,'23 Ram 1500,2026,HW Dirt,Mainline,9/10,JJK58,,,,Dodge,HW Dirt,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/e/eb/Ram1500TRX.jpg/revision/latest
235/250,Party Wagon,Party Wagon,2026,Screen Time,Mainline,8/10,JJK59,,,,Hot Wheels,Screen Time,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/d/d5/TMNTPartyWagon.jpg/revision/latest
236/250,Mickey Mouse Car,Mickey Mouse Car,2026,Screen Time,Mainline,9/10,JJH74,,,,Hot Wheels,Screen Time,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/d/da/Mickey%27sCar.jpg/revision/latest
237/250,Circle Tracker,Circle Tracker,2026,HW All Drivers Welcome World Mental Health Day,Mainline,5/5,JJK60,,,,Hot Wheels,HW All Drivers Welcome World Mental Health Day,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/c/c8/WMHDTracker.jpg/revision/latest
238/250,Fast Fish,Fast Fish,2026,Team Wheels,Mainline,5/5,JJM12,,,,Hot Wheels,Team Wheels,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/4/47/HWRTFish.jpg/revision/latest
239/250,Go-Realla-Fast,Go-Realla-Fast,2026,Trophy Case,Mainline,3/5,JJH75,,,,Hot Wheels,Trophy Case,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/d/d1/Go-Realla-Fast.jpg/revision/latest
240/250,Surf 'N Turf,Surf 'N Turf,2026,Hot Wheels Let's Race,Mainline,5/5,JJK61,,,,Hot Wheels,Hot Wheels Let's Race,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/3/3e/RaceSurf.jpg/revision/latest
241/250,1963 Ford Galaxie,1963 Ford Galaxie,2026,Cool Classics,Mainline,8/10,JJH73,,,,Ford,Cool Classics,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/3/39/1963FordGalaxie.jpg/revision/latest
242/250,'96 Chevrolet Impala SS,'96 Chevrolet Impala SS,2026,HW Torque,Mainline,8/10,JJK62,,,,Chevrolet,HW Torque,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/2/28/1996ImpalaSS.jpg/revision/latest
243/250,Aston Martin DB5 Safari Edition,Aston Martin DB5 Safari Edition,2026,HW Dirt,Mainline,10/10,JJH76,,,,Aston Martin,HW Dirt,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/b/b5/Image_Not_Available.jpg/revision/latest
244/250,Nissan Skyline HT 2000GT-X,Nissan Skyline HT 2000GT-X,2026,Screen Time,Mainline,10/10,JJM13,,,,Nissan,Screen Time,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/b/b5/Image_Not_Available.jpg/revision/latest
245/250,'70 Plymouth AAR Cuda,'70 Plymouth AAR Cuda,2026,HW Torque,Mainline,9/10,JJK63,,,,Plymouth,HW Torque,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/b/b5/Image_Not_Available.jpg/revision/latest
246/250,Ridge Crest GT,Ridge Crest GT,2026,HW Torque,Mainline,10/10,JJH77,,,,Hot Wheels,HW Torque,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/b/b5/Image_Not_Available.jpg/revision/latest
247/250,Gazella GT,Gazella GT,2026,Trophy Case,Mainline,4/5,JJM14,,,,Hot Wheels,Trophy Case,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/b/b5/Image_Not_Available.jpg/revision/latest
248/250,Custom Vanster,Custom Vanster,2026,Trophy Case,Mainline,5/5,JJH79,,,,Hot Wheels,Trophy Case,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/b/b5/Image_Not_Available.jpg/revision/latest
249/250,'67 Pontiac Firebird 400,'67 Pontiac Firebird 400,2026,Cool Classics,Mainline,9/10,JJK64,,,,Pontiac,Cool Classics,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/b/b5/Image_Not_Available.jpg/revision/latest
250/250,Porsche 908-3,Porsche 908-3,2026,Cool Classics,Mainline,10/10,JJH78,,,,Porsche,Cool Classics,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/b/b5/Image_Not_Available.jpg/revision/latest
